#image_name, actual, predicted, score
6_img_33288.jpg, 6, 6, pass
9_img_26450.jpg, 9, 9, pass
8_img_3521.jpg, 8, 1, fail
2_img_19461.jpg, 2, 2, pass
1_img_10684.jpg, 1, 3, fail
0_img_26478.jpg, 0, 3, fail
5_img_9795.jpg, 5, 5, pass
9_img_3247.jpg, 9, 9, pass
8_img_11954.jpg, 8, 3, fail
5_img_15267.jpg, 5, 5, pass
9_img_13158.jpg, 9, 9, pass
4_img_3086.jpg, 4, 4, pass
4_img_24086.jpg, 4, 4, pass
7_img_41144.jpg, 7, 7, pass
3_img_39996.jpg, 3, 3, pass
5_img_6854.jpg, 5, 5, pass
0_img_35376.jpg, 0, 0, pass
8_img_12939.jpg, 8, 8, pass
8_img_36441.jpg, 8, 8, pass
0_img_29005.jpg, 0, 0, pass
8_img_33277.jpg, 8, 1, fail
7_img_37978.jpg, 7, 7, pass
5_img_36333.jpg, 5, 5, pass
4_img_30024.jpg, 4, 4, pass
5_img_498.jpg, 5, 5, pass
5_img_17699.jpg, 5, 5, pass
5_img_19663.jpg, 5, 5, pass
9_img_24723.jpg, 9, 9, pass
8_img_29575.jpg, 8, 8, pass
3_img_27014.jpg, 3, 3, pass
7_img_23514.jpg, 7, 7, pass
5_img_1875.jpg, 5, 5, pass
1_img_38.jpg, 1, 1, pass
0_img_4528.jpg, 0, 0, pass
6_img_33511.jpg, 6, 6, pass
2_img_11940.jpg, 2, 2, pass
9_img_17458.jpg, 9, 9, pass
2_img_26646.jpg, 2, 3, fail
5_img_27570.jpg, 5, 3, fail
0_img_19688.jpg, 0, 0, pass
6_img_41805.jpg, 6, 6, pass
0_img_38450.jpg, 0, 0, pass
6_img_20551.jpg, 6, 3, fail
2_img_38487.jpg, 2, 3, fail
2_img_11559.jpg, 2, 2, pass
6_img_19449.jpg, 6, 6, pass
0_img_10096.jpg, 0, 3, fail
9_img_25617.jpg, 9, 9, pass
1_img_15501.jpg, 1, 3, fail
1_img_2824.jpg, 1, 3, fail
1_img_18031.jpg, 1, 1, pass
7_img_14421.jpg, 7, 1, fail
4_img_41385.jpg, 4, 3, fail
9_img_39558.jpg, 9, 3, fail
3_img_14804.jpg, 3, 3, pass
1_img_36643.jpg, 1, 1, pass
1_img_17302.jpg, 1, 1, pass
1_img_13825.jpg, 1, 3, fail
9_img_3290.jpg, 9, 9, pass
2_img_29978.jpg, 2, 2, pass
2_img_22144.jpg, 2, 2, pass
2_img_21897.jpg, 2, 3, fail
0_img_23070.jpg, 0, 6, fail
8_img_32627.jpg, 8, 6, fail
8_img_21868.jpg, 8, 7, fail
8_img_16785.jpg, 8, 3, fail
7_img_39014.jpg, 7, 7, pass
9_img_32343.jpg, 9, 9, pass
0_img_13831.jpg, 0, 0, pass
8_img_13164.jpg, 8, 8, pass
4_img_34054.jpg, 4, 4, pass
2_img_6303.jpg, 2, 2, pass
6_img_315.jpg, 6, 6, pass
8_img_24904.jpg, 8, 8, pass
3_img_26861.jpg, 3, 3, pass
8_img_5193.jpg, 8, 8, pass
0_img_7586.jpg, 0, 0, pass
5_img_18025.jpg, 5, 5, pass
0_img_39202.jpg, 0, 0, pass
3_img_35606.jpg, 3, 3, pass
6_img_40272.jpg, 6, 6, pass
0_img_16593.jpg, 0, 3, fail
9_img_8306.jpg, 9, 0, fail
9_img_18596.jpg, 9, 9, pass
6_img_35160.jpg, 6, 6, pass
3_img_19307.jpg, 3, 3, pass
2_img_40919.jpg, 2, 2, pass
5_img_31138.jpg, 5, 5, pass
6_img_1487.jpg, 6, 6, pass
1_img_5178.jpg, 1, 1, pass
2_img_38336.jpg, 2, 2, pass
0_img_5408.jpg, 0, 3, fail
2_img_1685.jpg, 2, 2, pass
8_img_18964.jpg, 8, 7, fail
7_img_34242.jpg, 7, 7, pass
0_img_3253.jpg, 0, 0, pass
7_img_27028.jpg, 7, 7, pass
0_img_17470.jpg, 0, 0, pass
1_img_24910.jpg, 1, 1, pass
6_img_20021.jpg, 6, 6, pass
2_img_18958.jpg, 2, 3, fail
7_img_34524.jpg, 7, 7, pass
3_img_39028.jpg, 3, 3, pass
9_img_8879.jpg, 9, 0, fail
0_img_881.jpg, 0, 3, fail
8_img_37039.jpg, 8, 0, fail
4_img_26493.jpg, 4, 3, fail
7_img_34518.jpg, 7, 1, fail
8_img_25398.jpg, 8, 8, pass
9_img_8448.jpg, 9, 9, pass
1_img_40514.jpg, 1, 1, pass
8_img_12093.jpg, 8, 8, pass
8_img_10.jpg, 8, 8, pass
3_img_17855.jpg, 3, 3, pass
3_img_14623.jpg, 3, 3, pass
4_img_9756.jpg, 4, 4, pass
0_img_14186.jpg, 0, 0, pass
4_img_7790.jpg, 4, 4, pass
1_img_21854.jpg, 1, 1, pass
2_img_14192.jpg, 2, 2, pass
4_img_22622.jpg, 4, 4, pass
0_img_4266.jpg, 0, 0, pass
7_img_16222.jpg, 7, 7, pass
6_img_12534.jpg, 6, 3, fail
8_img_21673.jpg, 8, 8, pass
1_img_34256.jpg, 1, 1, pass
6_img_8689.jpg, 6, 6, pass
1_img_36469.jpg, 1, 1, pass
8_img_32196.jpg, 8, 8, pass
2_img_22408.jpg, 2, 3, fail
4_img_39000.jpg, 4, 4, pass
5_img_23716.jpg, 5, 5, pass
0_img_24092.jpg, 0, 0, pass
7_img_40702.jpg, 7, 7, pass
6_img_41187.jpg, 6, 6, pass
0_img_20579.jpg, 0, 3, fail
9_img_16961.jpg, 9, 9, pass
7_img_22178.jpg, 7, 7, pass
4_img_39772.jpg, 4, 4, pass
8_img_11767.jpg, 8, 8, pass
7_img_34726.jpg, 7, 7, pass
6_img_5391.jpg, 6, 6, pass
0_img_27996.jpg, 0, 0, pass
8_img_16791.jpg, 8, 8, pass
3_img_12508.jpg, 3, 3, pass
5_img_40500.jpg, 5, 5, pass
1_img_1861.jpg, 1, 3, fail
3_img_7009.jpg, 3, 3, pass
6_img_36455.jpg, 6, 0, fail
6_img_22346.jpg, 6, 6, pass
3_img_14390.jpg, 3, 3, pass
8_img_1450.jpg, 8, 3, fail
5_img_19475.jpg, 5, 5, pass
1_img_25367.jpg, 1, 1, pass
1_img_26322.jpg, 1, 1, pass
8_img_16008.jpg, 8, 8, pass
2_img_6471.jpg, 2, 3, fail
4_img_13616.jpg, 4, 4, pass
6_img_26652.jpg, 6, 6, pass
2_img_33505.jpg, 2, 2, pass
7_img_2617.jpg, 7, 7, pass
5_img_20545.jpg, 5, 5, pass
4_img_37561.jpg, 4, 4, pass
6_img_895.jpg, 6, 6, pass
9_img_11029.jpg, 9, 9, pass
2_img_35612.jpg, 2, 2, pass
5_img_32182.jpg, 5, 5, pass
9_img_34040.jpg, 9, 5, fail
3_img_22391.jpg, 3, 3, pass
9_img_30226.jpg, 9, 9, pass
4_img_35410.jpg, 4, 4, pass
7_img_26336.jpg, 7, 7, pass
5_img_25171.jpg, 5, 5, pass
5_img_4500.jpg, 5, 5, pass
9_img_37763.jpg, 9, 9, pass
3_img_8474.jpg, 3, 3, pass
2_img_35362.jpg, 2, 3, fail
6_img_10451.jpg, 6, 6, pass
9_img_12520.jpg, 9, 7, fail
3_img_33539.jpg, 3, 3, pass
9_img_11001.jpg, 9, 3, fail
5_img_28680.jpg, 5, 5, pass
5_img_24253.jpg, 5, 5, pass
0_img_23064.jpg, 0, 3, fail
2_img_9024.jpg, 2, 2, pass
8_img_30742.jpg, 8, 8, pass
3_img_15515.jpg, 3, 3, pass
5_img_20753.jpg, 5, 5, pass
9_img_5187.jpg, 9, 9, pass
0_img_37575.jpg, 0, 0, pass
2_img_17896.jpg, 2, 2, pass
6_img_21667.jpg, 6, 3, fail
5_img_7974.jpg, 5, 7, fail
2_img_18757.jpg, 2, 8, fail
3_img_2603.jpg, 3, 3, pass
4_img_7948.jpg, 4, 4, pass
8_img_41622.jpg, 8, 8, pass
3_img_20586.jpg, 3, 3, pass
4_img_329.jpg, 4, 4, pass
7_img_41408.jpg, 7, 7, pass
7_img_103.jpg, 7, 7, pass
3_img_27564.jpg, 3, 3, pass
3_img_12291.jpg, 3, 3, pass
8_img_26134.jpg, 8, 8, pass
6_img_7960.jpg, 6, 6, pass
7_img_29777.jpg, 7, 7, pass
1_img_19878.jpg, 1, 1, pass
6_img_41839.jpg, 6, 6, pass
6_img_32357.jpg, 6, 6, pass
3_img_1336.jpg, 3, 3, pass
4_img_8851.jpg, 4, 4, pass
1_img_22352.jpg, 1, 1, pass
9_img_6465.jpg, 9, 1, fail
9_img_24051.jpg, 9, 7, fail
1_img_30781.jpg, 1, 1, pass
8_img_9597.jpg, 8, 8, pass
7_img_38322.jpg, 7, 7, pass
9_img_5144.jpg, 9, 9, pass
7_img_24521.jpg, 7, 7, pass
3_img_15273.jpg, 3, 3, pass
2_img_12905.jpg, 2, 2, pass
1_img_12246.jpg, 1, 1, pass
7_img_32633.jpg, 7, 7, pass
6_img_14384.jpg, 6, 3, fail
3_img_14838.jpg, 3, 3, pass
4_img_22434.jpg, 4, 4, pass
9_img_15930.jpg, 9, 7, fail
2_img_10486.jpg, 2, 3, fail
4_img_10479.jpg, 4, 4, pass
3_img_30018.jpg, 3, 3, pass
5_img_1322.jpg, 5, 5, pass
5_img_6101.jpg, 5, 5, pass
6_img_11798.jpg, 6, 6, pass
4_img_40528.jpg, 4, 4, pass
3_img_25429.jpg, 3, 3, pass
6_img_35835.jpg, 6, 6, pass
7_img_18794.jpg, 7, 7, pass
1_img_31306.jpg, 1, 1, pass
3_img_28119.jpg, 3, 3, pass
6_img_14637.jpg, 6, 6, pass
4_img_20747.jpg, 4, 4, pass
8_img_3284.jpg, 8, 8, pass
1_img_4919.jpg, 1, 3, fail
3_img_33263.jpg, 3, 3, pass
6_img_12285.jpg, 6, 6, pass
6_img_659.jpg, 6, 6, pass
6_img_25415.jpg, 6, 8, fail
3_img_36657.jpg, 3, 3, pass
5_img_32828.jpg, 5, 5, pass
4_img_35148.jpg, 4, 4, pass
2_img_33075.jpg, 2, 2, pass
4_img_16949.jpg, 4, 4, pass
7_img_10337.jpg, 7, 7, pass
9_img_16034.jpg, 9, 9, pass
6_img_18019.jpg, 6, 6, pass
9_img_39216.jpg, 9, 1, fail
7_img_29549.jpg, 7, 7, pass
8_img_18780.jpg, 8, 8, pass
9_img_41391.jpg, 9, 7, fail
5_img_31886.jpg, 5, 5, pass
5_img_32419.jpg, 5, 5, pass
3_img_3910.jpg, 3, 3, pass
3_img_37950.jpg, 3, 3, pass
4_img_3535.jpg, 4, 4, pass
9_img_33707.jpg, 9, 9, pass
4_img_38646.jpg, 4, 4, pass
3_img_38493.jpg, 3, 3, pass
2_img_30795.jpg, 2, 2, pass
4_img_21115.jpg, 4, 3, fail
7_img_38652.jpg, 7, 7, pass
1_img_14151.jpg, 1, 1, pass
1_img_34732.jpg, 1, 1, pass
6_img_20223.jpg, 6, 0, fail
7_img_19105.jpg, 7, 7, pass
3_img_21698.jpg, 3, 3, pass
4_img_11015.jpg, 4, 4, pass
0_img_38444.jpg, 0, 3, fail
7_img_35438.jpg, 7, 7, pass
6_img_10492.jpg, 6, 6, pass
0_img_16746.jpg, 0, 0, pass
0_img_671.jpg, 0, 0, pass
8_img_9583.jpg, 8, 8, pass
4_img_15529.jpg, 4, 4, pass
2_img_2398.jpg, 2, 2, pass
4_img_37011.jpg, 4, 3, fail
2_img_36125.jpg, 2, 2, pass
5_img_18743.jpg, 5, 5, pass
4_img_1478.jpg, 4, 4, pass
8_img_36496.jpg, 8, 8, pass
0_img_37777.jpg, 0, 0, pass
2_img_5839.jpg, 2, 8, fail
1_img_31460.jpg, 1, 3, fail
3_img_31474.jpg, 3, 3, pass
5_img_29039.jpg, 5, 5, pass
0_img_27799.jpg, 0, 0, pass
2_img_28657.jpg, 2, 2, pass
5_img_30597.jpg, 5, 5, pass
5_img_29207.jpg, 5, 5, pass
0_img_38134.jpg, 0, 0, pass
1_img_41150.jpg, 1, 3, fail
3_img_21840.jpg, 3, 3, pass
6_img_4299.jpg, 6, 3, fail
6_img_28125.jpg, 6, 6, pass
5_img_24284.jpg, 5, 5, pass
5_img_30959.jpg, 5, 5, pass
7_img_34097.jpg, 7, 7, pass
5_img_10874.jpg, 5, 5, pass
4_img_3938.jpg, 4, 4, pass
9_img_37213.jpg, 9, 9, pass
1_img_35809.jpg, 1, 1, pass
1_img_25159.jpg, 1, 1, pass
1_img_39982.jpg, 1, 1, pass
4_img_1493.jpg, 4, 4, pass
0_img_28327.jpg, 0, 0, pass
0_img_30030.jpg, 0, 0, pass
1_img_32169.jpg, 1, 3, fail
1_img_10690.jpg, 1, 1, pass
9_img_37549.jpg, 9, 9, pass
0_img_26108.jpg, 0, 0, pass
4_img_19844.jpg, 4, 4, pass
8_img_21883.jpg, 8, 8, pass
6_img_26849.jpg, 6, 6, pass
2_img_22385.jpg, 2, 2, pass
7_img_6459.jpg, 7, 7, pass
2_img_2171.jpg, 2, 2, pass
7_img_9018.jpg, 7, 2, fail
4_img_21465.jpg, 4, 4, pass
1_img_23931.jpg, 1, 3, fail
9_img_32155.jpg, 9, 9, pass
